name,address,details,about,city,micromarket,img1,img2,price
Noida Coworking Space,"Sector 5 , Noida","Dedicated Desks - ₹3,999, Private Cabins - ₹5,999",,Noida,Sector 5,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/noida-coworking-space-sector5/buxjdy.jpg,3999.0
Pacepro Co-Works,"Sector 8 , Noida","Dedicated Desks - ₹4,999, Private Cabins - ₹5,499",,Noida,Sector 8,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/pacepro-coworks-sector8/rgudpf.jpg,4999.0
servspaces - GM IT Park,"Noida Expressway , Noida",,,Noida,Noida Expressway,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/servspaces-gm-it-park/5whjch.jpg,9433.833333333334
Akasa Corenthum - Corenthum,"Sector 62 , Noida","Dedicated Desks - ₹7,499, Private Cabins - ₹7,499",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/akasa-corenthum-corenthum/za9qwa.jpg,7499.0
Sharkspace,"Sector 63 , Noida","Private Cabins - ₹4,999, Dedicated Desks - ₹4,999",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/sharkspace-sector63-2/exterior/3p57ny.jpg,4999.0
NetBeans,"Sector 8 , Noida","Dedicated Desks - ₹2,499, Private Cabins - ₹3,999",,Noida,Sector 8,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/forth-squar-business-center-sector8/1.jpg,2499.0
Workspaces by Innova,"Sector 63 , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹6,999",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/rally-infra-sector63/1.jpg,5999.0
91springboard,"Sector 1 , Noida","Dedicated Desks - ₹8,999, Private Cabins - ₹8,999",,Noida,Sector 1,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/91springboard-sector1noida/1.jpg,8999.0
Regus - Logix City Center Mall,"Sector 32 , Noida","Dedicated Desks - ₹12,173, Private Cabins - ₹12,699",,Noida,Sector 32,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-logix-city-center-mall/1.jpg,12173.0
Akasa Coworking,"Sector 62 , Noida","Dedicated Desks - ₹9,000, Private Cabins - ₹10,000",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/akasa-coworking-sector62/exterior/43zgu6.jpg,9000.0
Ofis Square - Iconic Corenthum,"Sector 62 , Noida","Dedicated Desks - ₹9,000, Private Cabins - ₹10,000",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/ofis-sqaure-iconic-corenthum/1.jpg,9000.0
Sharkspace,"Sector 63 , Noida","Dedicated Desks - ₹4,999, Private Cabins - ₹4,999",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/sharkspace-sector63/1.jpg,4999.0
Incuspaze - Windsor Grand,"Sector 126 , Noida","Private Cabins - ₹7,499, Dedicated Desks - ₹7,499, Managed Office - ₹7,499",,Noida,Sector 126,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/incuspaze-windsor-grand/phwbv3.jpg,7499.0
Incuspaze,"Sector 1 , Noida","Dedicated Desks - ₹7,499, Private Cabins - ₹7,499, Managed Office - ₹7,499",,Noida,Sector 1,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/incuspaze-sector1noida/cb2b4m.jpg,7499.0
Regus,"Sector 136 , Noida","Dedicated Desks - ₹8,790",,Noida,Sector 136,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-sector136noida/dpnn2g.jpg,8790.0
Congregators - Ithum Towers,"Sector 62 , Noida",,,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/congregators-ithum-towers/v3kh7t.jpg,7800.7027027027025
Workspace Planet - The Corenthum,"Sector 62 , Noida",,,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/workspace-planet-the-corenthum/rq789p.jpg,7800.7027027027025
Awfis - Bhutani Technopark,"Raipur Khadar , Noida","Private Cabins - ₹9,499, Dedicated Desks - ₹9,499",,Noida,Raipur Khadar,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-bhutani-technopark/j29j47.jpg,9499.0
Qbicals Coworking,"Sector 63 , Noida","Dedicated Desks - ₹6,499, Private Cabins - ₹7,499",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/qbicals-coworking/1.jpg,6499.0
Execube,"Sector 4 , Noida","Private Cabins - ₹5,000",,Noida,Sector 4,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/execube/1.jpg,5000.0
Lets Connect,"Sector 59 , Noida","Dedicated Desks - ₹4,999, Private Cabins - ₹6,299",,Noida,Sector 59,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/lets-connect/1.jpg,4999.0
Atal Incubation Centre - BIMTECH,"Knowledge Park II , Noida","Dedicated Desks - ₹4,999",,Noida,Knowledge Park Ii,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/atal-incubation-centre/1.jpg,4999.0
Workedge Coworx,"Sector 63 , Noida","Dedicated Desks - ₹6,499, Private Cabins - ₹6,999",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/workedge-coworx-sector63/1.jpg,6499.0
Co-Desq - The Platina,"Sector 62 , Noida","Dedicated Desks - ₹4,499, Private Cabins - ₹6,499",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/codesq-sector62/1.jpg,4499.0
Regus,"Noida Expressway , Noida","Dedicated Desks - ₹11,607, Private Cabins - ₹12,199",,Noida,Noida Expressway,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-sector135/1.jpg,11607.0
Incuspaze,"Sector 62 , Noida","Dedicated Desks - ₹6,199, Private Cabins - ₹6,699, Managed Office - ₹6,699",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/incuspaze-sector62/1.jpg,6199.0
SupremeWork,"Sector 125 , Noida","Private Cabins - ₹4,959, Dedicated Desks - ₹6,199",,Noida,Sector 125,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/supremework-sector125/1.jpg,4959.0
Work Square,"Sector 57 , Noida","Managed Office - ₹5,499",,Noida,Sector 57,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/work-square-noidasector57/xrgu89.jpg,5499.0
Workshala,"Sector 3 , Noida","Dedicated Desks - ₹5,499, Private Cabins - ₹5,999",,Noida,Sector 3,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/workshala-sector3/qu7cgm.jpg,5499.0
Nukleus - Logix Cyber Park,"Sector 62 , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹6,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/nukleus-logix-cyber-park/8yyqth.jpg,5999.0
Apkatax Launchpad,"Sector 63 , Noida","Dedicated Desks - ₹2,999, Private Cabins - ₹2,999",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/apkatax-launchpad-sector63/rk467q.jpg,2999.0
Setu Space,"Sector 18 , Noida","Dedicated Desks - ₹5,999",,Noida,Sector 18,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/setu-space-sector18/vva85d.jpg,5999.0
Simpliwork- One Sky mark - SkymarkOne,"Noida Expressway , Noida","Managed Office - ₹18,499",,Noida,Noida Expressway,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/simpliwork-one-sky-mark-skymarkone/6pzxkq.jpg,18499.0
Myworx,"Sector 1 , Noida","Dedicated Desks - ₹5,500, Private Cabins - ₹7,500",,Noida,Sector 1,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/myworx-sector1noida/pgyqyy.jpg,5500.0
Vatika Business Centre - Okaya Centre,"Sector 62 , Noida",,,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/vatika-business-centre-okaya/1.jpg,7800.7027027027025
Workplex,"Sector 4 , Noida","Private Cabins - ₹4,999, Dedicated Desks - ₹6,999",,Noida,Sector 4,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/workplex-sector4/1.jpg,4999.0
Regus - World Trade Tower,"Sector 16 , Noida","Dedicated Desks - ₹11,134, Private Cabins - ₹11,799",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-world-trade-tower/1.jpg,11134.0
Parexl Workspaces,"Sector 63 , Noida","Dedicated Desks - ₹7,999, Private Cabins - ₹7,999",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/parexl-workspaces-sector63/1.jpg,7999.0
Myworx,"Sector 16 , Noida","Dedicated Desks - ₹5,000, Private Cabins - ₹5,000",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/my-worx-sector16-4/1.jpg,5000.0
Work Square,"Sector 65 , Noida","Managed Office - ₹5,499",,Noida,Sector 65,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/work-square-sector65/tbvan8.jpg,5499.0
Incuspaze - Fortune One,"Sector 126 , Noida","Private Cabins - ₹5,499, Dedicated Desks - ₹5,499, Managed Office - ₹5,499",,Noida,Sector 126,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/incuspaze-fortune-one/sgkpt9.jpg,5499.0
Incuspaze - Corenthum,"Sector 62 , Noida","Private Cabins - ₹7,499, Dedicated Desks - ₹7,499, Managed Office - ₹7,499",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/incuspaze-corenthum/hc4hpw.jpg,7499.0
Smartworks,"Sector 125 , Noida","Private Cabins - ₹6,499, Dedicated Desks - ₹6,499",,Noida,Sector 125,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/smartworks-sector125/9xtwkz.jpg,6499.0
Deleco Workspace,"Sector 9 , Noida","Dedicated Desks - ₹4,499",,Noida,Sector 9,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/deleco-workspace-sector9/7b386q.jpg,4499.0
Net Cubicles,"Sector 62 , Noida","Dedicated Desks - ₹6,499",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/net-cubicles-sector62/kutstx.jpg,6499.0
Piwork - Urbtech Matrix Tower,"Noida Expressway , Noida",,,Noida,Noida Expressway,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/piwork-urbtech-matrix-tower/nz99uq.jpg,9433.833333333334
Cobox - ITHUM TOWER,"Sector 62 , Noida",,,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/cobox-ithum-tower/mq44qv.jpg,7800.7027027027025
Indosoft Coworking Space,"Sector 62 , Noida",,,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/indosoft-coworking-space-sector62/v6z5g8.jpg,7800.7027027027025
Eccosphere Coworking,"Sector 67 , Noida","Dedicated Desks - ₹6,999, Private Cabins - ₹7,999",,Noida,Sector 67,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/eccosphere-coworking/1.jpg,6999.0
The ClubCo,"Sector 62 , Noida","Dedicated Desks - ₹6,999, Private Cabins - ₹7,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/the-clubco-sector62/1.jpg,6999.0
BCogent Coworking,"Sector 62 , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹6,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/bcogent-coworking-sector62/1.jpg,5999.0
CoZeal,"Sector 2 , Noida","Dedicated Desks - ₹4,500, Private Cabins - ₹5,000",,Noida,Sector 2,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/cozeal-sector2/1.jpg,4500.0
IndiQube - Logix Cyber Park,"Sector 62 , Noida","Dedicated Desks - ₹8,000, Private Cabins - ₹9,500, Managed Office - ₹9,500",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/indiqube-logix-cyber-park/1.jpg,8000.0
Myworx,"Sector 16 , Noida","Dedicated Desks - ₹5,500, Private Cabins - ₹7,000",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/my-worx-sector16-3/1.jpg,5500.0
The Office Pass,"Sector 3 , Noida","Dedicated Desks - ₹7,499, Private Cabins - ₹7,499",,Noida,Sector 3,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/the-office-pass-sector3/8qhxwe.jpg,7499.0
Regus,"Sector 16B , Noida","Dedicated Desks - ₹17,190",,Noida,Sector 16B,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-sector16b/kzjm2f.jpg,17190.0
Myworx,"Sector 62 , Noida","Dedicated Desks - ₹7,999, Private Cabins - ₹9,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/myworx-sector62/jqqx6w.jpg,7999.0
"Worcoz - A24, Sector 63","Sector 63 , Noida","Dedicated Desks - ₹6,499, Private Cabins - ₹9,999",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/worcoz-a24/dedicated/28w87b.jpg,6499.0
Awfis - Business Mantri,"Viman Nagar , Pune","Dedicated Desks - ₹10,999, Private Cabins - ₹12,999, Managed Office - ₹12,999",,Pune,Viman Nagar,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-business-mantri/1.jpg,10999.0
WeWork - World Trade Tower,"Kharadi , Pune","Dedicated Desks - ₹11,999, Private Cabins - ₹20,999, Managed Office - ₹20,999",,Pune,Kharadi,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/wework-world-trade-tower/1.jpg,11999.0
91springboard - Sadanand Business Center,"Baner , Pune","Private Cabins - ₹15,599, Dedicated Desks - ₹15,599",,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/91springboard-sadanand-business-center/ca9qq9.jpg,15599.0
UrbanWrk - Westport,"Baner , Pune","Dedicated Desks - ₹11,999",,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/urbanwrk-baner/2sesyz.jpg,11999.0
iSprout - Panchshil Tech Park One,"Yerawada , Pune","Dedicated Desks - ₹14,999",,Pune,Yerawada,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/isprout-panchshil-tech-park-one/6kgppv.jpg,14999.0
Innov8 - Suman Business Park,"Kalyani Nagar , Pune","Dedicated Desks - ₹8,999, Private Cabins - ₹9,999",,Pune,Kalyani Nagar,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/innov8-suman-business-park/gdvu4u.jpg,8999.0
Simpliwork- Sky One Corporate Park,"Yerawada , Pune","Managed Office - ₹14,999",,Pune,Yerawada,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/simpliwork-sky-one-corporate-park-yerawada/bsp4dq.jpg,14999.0
315 Work Avenue,"Kalyani Nagar , Pune","Dedicated Desks - ₹13,999",,Pune,Kalyani Nagar,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/315-work-avenue-kalyaninagar/jkh3v5.jpg,13999.0
315 Work Avenue,"Kharadi , Pune","Dedicated Desks - ₹12,000",,Pune,Kharadi,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/315-work-avenue-kharadi-2/sj5cfw.jpg,12000.0
WeWork - Futura,"Magarpatta , Pune","Dedicated Desks - ₹11,999, Private Cabins - ₹20,999, Managed Office - ₹20,999",,Pune,Magarpatta City,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/wework-futura/1.jpg,11999.0
WeWork - Raheja Woods,"Kalyani Nagar , Pune","Private Cabins - ₹19,500, Dedicated Desks - ₹19,500, Managed Office - ₹19,500",,Pune,Kalyani Nagar,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/wework-raheja-woods/1.jpg,19500.0
The Hive Workspaces,"Sangamvadi , Pune","Dedicated Desks - ₹15,999",,Pune,Sangamvadi,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/the-hive-workspaces-sangamvadi/4f9nxr.jpg,15999.0
Awfis - Godrej Eternia,"Shivajinagar , Pune","Private Cabins - ₹7,999, Dedicated Desks - ₹7,999, Managed Office - ₹7,999",,Pune,Shivaji Nagar,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-godrej-eternia/exterior/3eqbv2.jpg,7999.0
Awfis - ABIL Imperial Baner,"Baner , Pune","Private Cabins - ₹12,999, Dedicated Desks - ₹12,999, Managed Office - ₹12,999",,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-baner-2/exterior/wqssdu.jpg,12999.0
Awfis - Nucleus Mall,"Guruwar Peth , Pune","Dedicated Desks - ₹10,999, Private Cabins - ₹12,999, Managed Office - ₹12,999",,Pune,Guruwar Peth,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-nucleus-mall/exterior/vp2evt.jpg,10999.0
Awfis - G.K.Mall,"Pimpri-Chinchwad , Pune","Dedicated Desks - ₹10,999, Private Cabins - ₹12,999, Managed Office - ₹12,999",,Pune,Pimpri Chinchwad,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-gkmall/exterior/jfb6vc.jpg,10999.0
Regus - Platinum Towers,"Sangamvadi , Pune","Dedicated Desks - ₹12,362, Private Cabins - ₹13,899",,Pune,Sangamvadi,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-platinum-towers/1.jpg,12362.0
Bootstart,"Baner , Pune","Dedicated Desks - ₹7,499, Private Cabins - ₹8,499, Managed Office - ₹8,499",,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/bootstart-baner-2/1.jpg,7499.0
Awfis - Bajaj Brandview,"Wakadewadi , Pune","Dedicated Desks - ₹9,499, Managed Office - ₹9,499",,Pune,Wakdewadi,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-wakadewadi/dwg6y7.jpg,9499.0
Sector 7 Cowork,"Viman Nagar , Pune","Dedicated Desks - ₹7,500, Private Cabins - ₹12,500",,Pune,Viman Nagar,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/sector-7-cowork-vimannagar/sbsn7v.jpg,7500.0
Cowrks,"Baner , Pune","Dedicated Desks - ₹14,999, Private Cabins - ₹17,499",,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/cowrks-baner/exterior/uwf7au.jpg,14999.0
Divine Coworking,"Baner , Pune","Private Cabins - ₹6,499, Dedicated Desks - ₹6,999",,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/divine-coworking-baner/e5t2s4.jpg,6499.0
UrbanWrk - Nandan Pro Biz,"Baner , Pune","Dedicated Desks - ₹11,999",,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/urbanwrk-baner-2/8y9wks.jpg,11999.0
IndiQube - Commerzone,"Yerawada , Pune","Managed Office - ₹7,499",,Pune,Yerawada,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/indiqube-commerzone/fyhjwp.jpg,7499.0
Trios,"Viman Nagar , Pune","Dedicated Desks - ₹6,999",,Pune,Viman Nagar,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/trios-vimannagar-2/g8gbcz.jpg,6999.0
Hustle Hub,"Narhe , Pune","Dedicated Desks - ₹6,999, Private Cabins - ₹10,999",,Pune,Narhe,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/hustle-hub-narhe/b9wyx7.jpg,6999.0
Awfis - Nyati Empress - Nyati Empress,"Viman Nagar , Pune","Managed Office - ₹11,000",,Pune,Viman Nagar,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis--nyati-empress-nyati-empress/exterior/nx9vam.jpg,11000.0
315 Work Avenue,"Baner , Pune","Dedicated Desks - ₹9,999",,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/315-work-avenue-baner/f54s9q.jpg,9999.0
KickStart Coworking,"Baner , Pune",,,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/kickstart-coworking-baner/yr33cm.jpg,8515.30487804878
Workroom Coworking Space,"Baner , Pune",,,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/workroom-coworking-space-baner/x8xuwc.jpg,8515.30487804878
Samarth Technospace - Swapnasphurti Apartment,"Baner , Pune",,,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/samarth-technospace-swapnasphurti-apartment/cyq5yv.jpg,8515.30487804878
Torna Coworking,"Baner , Pune",,,Pune,Baner,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/torna-coworking-baner/mqbysg.jpg,8515.30487804878
"91springboard - Sky Loft, Creaticity Mall","Yerawada , Pune","Dedicated Desks - ₹7,499, Private Cabins - ₹8,999",,Pune,Yerawada,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/91springboard-sky-loft/1.jpg,7499.0
